ticker,intercept,PC1,PC2,PC3,P_t
VNM,1.7148759068665007,1.1198205750098178,3.801809937556218,-0.18147962166498982,0.972021614938041
VIC,0.11720089882424556,-0.5223938344981891,-3.57343692134967,1.154914814722422,0.9949262929726845
VHM,0.2572235054222535,-2.134601548680097,-2.477458928374251,3.9361613511443836,0.9941051650371182
FPT,-0.05105679094837194,-0.09364643973757261,2.670217048138582,2.269552638753821,1.0021692116066458
HPG,0.17303016966951276,-0.3337727266904605,0.45313135161536355,-0.4586065734784439,0.9905316524012712
MWG,0.3293609937020405,-2.3771154243522563,4.030035444834208,2.547009517824232,0.9938298760962678
VCB,0.35048281330858894,-0.32816870832671186,2.165057737897077,-1.3742791448774965,0.9935932439122891
MBB,0.06864645592922297,0.03573002504088517,0.28596744238851085,-0.32831268746348935,0.9946680624678452
