Portfolio,Total Return (%),Annual Return (%),Annual Vol (%),Sharpe,Max Drawdown (%)
Optimal (trained on train),-14.692941344358257,-16.659841697255196,26.66860285384502,-0.7746878158739579,-30.51165478935143
1/N Benchmark,9.738410990966685,11.2456083660603,18.83539698760633,0.3846804169207531,-15.199078424335429
