ticker,MAE,RMSE,MAPE,R2
VNM,0.5089419989394616,0.7922212227377557,0.8841000079396828,0.9594201011164556
VIC,0.31662601069254737,0.6034360412696458,1.2242827383478132,0.9755067189718782
VHM,0.6247209714194094,1.0211850071372375,1.360786690616012,0.9607131704342133
FPT,1.3156576646081033,1.9333048050725714,1.1733976802081154,0.9587051040312966
HPG,0.2356930598677135,0.3508486739444863,1.1100237705871931,0.8157176738098401
MWG,0.6968322287964255,1.0196616507488265,1.1889137206355516,0.9495703197987857
VCB,0.47502666906473745,0.8207461292953144,0.7866557029883058,0.8302257945976486
MBB,0.16072998620822568,0.24495270778257128,0.9675428908647069,0.9159208741164145
